Week,R01.%ILI,R02.%ILI,R03.%ILI,R04.%ILI,R05.%ILI,R06.%ILI,R07.%ILI,R08.%ILI,R09.%ILI,R10.%ILI,USA.%ILI,R01.Tmax,R01.Tmin,R01.prcp,R02.Tmax,R02.Tmin,R02.prcp,R03.Tmax,R03.Tmin,R03.prcp,R04.Tmax,R04.Tmin,R04.prcp,R05.Tmax,R05.Tmin,R05.prcp,R06.Tmax,R06.Tmin,R06.prcp,R07.Tmax,R07.Tmin,R07.prcp,R08.Tmax,R08.Tmin,R08.prcp,R09.Tmax,R09.Tmin,R09.prcp,R10.Tmax,R10.Tmin,R10.prcp,USA.Tmax,USA.Tmin,USA.prcp,R01.tweets,R02.tweets,R03.tweets,R04.tweets,R05.tweets,R06.tweets,R07.tweets,R08.tweets,R09.tweets,R10.tweets,USA.tweets
2003.15,0.35,1.31,1.79,1.34,0.85,0.47,0.82,0.51,2.49,0.52,1.07,5.34,-3.79,3.57,5.54,-2.01,3.56,9.31,1.8,7.35,17.18,7.82,10.35,8.97,-2.11,1.17,21.28,5.27,1.64,13.05,-0.94,2.14,14.35,-2.51,0.78,20.16,4.87,1.12,13.5,2.23,3.46,14.58,1.79,3.45,,,,,,,,,,,
2003.16,0.37,0.9,1.52,1.04,0.71,0.58,0.85,0.32,2.0,1.16,0.83,14.38,-1.49,0.28,16.43,1.55,0.14,19.44,4.32,1.17,24.27,10.16,1.93,17.85,4.49,2.32,25.79,11.45,0.6,22.41,7.91,2.89,15.57,1.11,2.19,16.09,3.96,3.58,11.45,1.25,3.33,19.58,5.74,1.99,,,,,,,,,,,
2003.17,0.33,0.77,2.05,1.23,0.67,0.29,0.86,0.24,1.7,0.81,0.82,12.88,1.73,3.33,14.48,2.97,2.2,17.28,4.96,1.99,21.78,10.42,5.03,15.14,3.2,2.35,23.94,10.52,1.64,16.86,5.47,4.97,14.54,0.88,2.7,17.21,4.71,2.49,12.16,2.05,4.17,17.67,5.49,3.16,,,,,,,,,,,
2003.18,0.32,0.59,1.41,0.92,0.46,0.25,0.87,0.15,1.39,0.27,0.63,18.02,4.21,4.37,19.59,5.61,2.78,22.33,7.94,1.82,25.56,12.75,2.64,18.64,5.35,3.16,27.27,13.58,0.58,20.31,8.9,3.45,14.59,1.17,1.47,18.59,5.73,3.11,14.42,2.51,1.84,20.57,7.51,2.29,,,,,,,,,,,
2003.19,0.34,0.51,1.8,1.09,0.42,0.19,0.73,0.06,1.33,0.19,0.64,16.97,4.14,1.33,17.65,5.34,1.46,19.59,9.52,5.11,26.25,16.68,9.33,18.36,8.2,8.75,28.77,16.55,0.91,21.17,8.76,5.72,12.23,0.59,4.33,17.74,5.34,1.35,12.0,1.62,2.47,20.09,8.85,4.77,,,,,,,,,,,
2003.2,0.23,1.06,1.47,0.57,0.55,0.2,1.05,0.04,1.36,0.28,0.59,15.15,4.96,2.91,16.09,6.94,3.65,18.93,9.3,5.06,25.5,14.56,4.07,18.1,7.61,4.48,28.87,15.3,2.77,21.12,8.41,3.78,18.26,3.2,1.37,25.04,8.54,0.08,15.09,2.91,2.0,21.59,9.05,2.97,,,,,,,,,,,
2003.21,0.14,0.87,1.09,1.0,0.37,1.27,0.57,0.08,1.36,0.93,0.77,19.83,6.08,1.51,18.5,6.53,2.61,17.12,8.38,5.44,22.93,14.97,9.06,18.36,7.42,2.06,28.17,14.59,1.35,21.03,8.87,2.77,19.48,3.81,0.75,28.99,11.35,0.01,19.7,4.88,0.61,22.1,9.48,2.86,,,,,,,,,,,
2003.22,0.15,1.69,1.15,0.75,0.37,1.23,1.07,0.12,1.31,0.29,0.79,17.62,9.1,6.42,18.02,9.56,6.1,19.52,10.13,5.3,25.18,13.71,2.51,20.54,8.06,2.35,29.61,15.29,1.74,25.76,11.09,0.85,25.7,9.17,0.93,30.41,13.67,0.12,22.75,8.64,0.99,24.85,11.34,2.05,,,,,,,,,,,
2003.23,0.07,1.52,0.98,0.73,0.34,0.88,0.66,0.21,1.43,0.37,0.71,19.74,8.47,5.57,18.4,8.76,8.22,19.45,9.71,8.53,25.32,14.91,7.48,19.12,8.01,2.03,29.58,16.45,5.06,21.04,10.48,5.13,19.16,5.76,2.69,30.82,14.19,0.03,25.3,8.23,0.06,23.44,11.04,4.23,,,,,,,,,,,
2003.24,0.1,1.65,1.4,0.95,0.32,0.75,0.6,0.0,1.22,0.12,0.79,20.92,11.73,4.58,21.92,13.36,5.98,24.68,14.92,6.25,27.98,18.08,6.13,22.02,12.44,4.67,30.09,16.98,5.08,25.7,13.16,4.29,22.85,7.2,1.4,27.92,12.42,0.05,22.15,8.33,0.45,25.4,13.16,3.85,,,,,,,,,,,
2003.25,0.24,1.34,1.0,0.66,0.19,0.6,0.49,0.09,0.87,0.0,0.59,21.88,10.33,1.44,21.34,11.64,4.42,22.41,14.07,8.85,27.18,18.37,8.44,24.74,11.79,1.32,29.66,17.39,3.33,27.92,15.37,1.38,24.62,9.65,2.11,29.51,13.29,0.05,22.32,8.14,0.79,26.11,13.72,3.32,,,,,,,,,,,
2003.26,0.14,0.88,1.13,0.55,0.28,1.31,0.47,0.0,1.27,0.2,0.62,28.54,15.33,3.08,27.51,14.45,1.91,27.5,14.37,0.84,28.55,16.73,2.69,26.64,13.75,3.26,31.62,19.04,1.98,28.92,15.43,4.6,21.81,7.12,1.99,30.56,13.07,0.08,23.26,7.67,0.38,27.45,13.81,2.24,,,,,,,,,,,
2003.27,0.11,0.53,0.99,0.34,0.26,0.48,0.52,0.49,1.15,0.0,0.49,27.93,14.68,0.97,27.56,15.24,1.03,27.32,16.24,3.97,27.84,18.96,9.29,27.8,15.64,3.72,31.91,19.08,3.19,30.9,17.52,1.65,29.35,11.14,0.55,32.83,14.99,0.01,25.04,8.76,0.17,29.23,15.65,3.06,,,,,,,,,,,
2003.28,0.12,0.87,1.12,0.57,0.26,0.67,0.55,0.0,1.14,0.22,0.6,26.14,14.84,3.25,26.82,16.43,3.79,28.09,18.0,6.07,29.88,20.28,4.09,25.66,15.79,8.47,32.24,20.15,2.61,31.69,18.04,3.01,29.67,11.0,0.61,34.05,15.81,0.08,27.76,10.52,0.16,29.73,16.42,3.2,,,,,,,,,,,
2003.29,0.11,0.72,0.67,0.72,0.16,0.93,0.54,0.0,0.86,0.21,0.52,25.36,13.75,1.92,25.86,13.98,2.43,26.86,15.23,2.5,29.29,19.31,4.7,26.0,13.87,2.92,33.51,20.34,2.11,33.28,18.9,0.72,32.44,14.09,0.63,35.2,18.37,0.26,28.46,11.39,0.15,30.51,16.63,1.98,,,,,,,,,,,
2003.3,0.13,0.88,0.71,0.9,0.18,0.76,0.38,0.1,0.82,1.52,0.59,26.06,16.17,4.63,25.62,15.56,7.99,26.82,15.73,5.44,28.51,18.42,5.29,25.22,14.02,3.25,33.41,20.54,1.35,31.47,17.07,0.8,31.64,14.12,0.77,34.43,19.05,0.84,30.56,13.24,0.22,30.04,16.7,2.55,,,,,,,,,,,
2003.31,0.12,0.64,0.78,0.53,0.3,0.26,0.49,0.3,0.92,0.56,0.51,25.71,14.67,4.33,25.74,15.38,3.91,26.5,17.17,4.74,29.23,19.86,6.03,26.27,14.97,3.52,33.34,20.39,1.51,31.32,17.59,2.15,29.16,12.33,1.29,32.07,17.76,1.55,31.72,13.4,0.12,29.72,16.73,2.81,,,,,,,,,,,
2003.32,0.21,0.64,1.09,0.76,0.32,1.07,0.49,0.0,1.08,0.0,0.63,26.38,18.92,6.87,26.61,18.43,7.19,26.49,17.8,6.61,28.3,19.29,8.09,25.3,15.25,2.6,34.88,21.06,1.12,31.03,17.48,0.95,29.66,13.18,1.17,31.18,15.64,0.36,26.0,11.16,0.82,29.31,16.86,3.08,,,,,,,,,,,
2003.33,0.12,0.66,0.99,0.76,0.27,1.26,0.34,0.09,1.16,0.0,0.61,28.24,18.48,5.48,27.49,18.41,4.02,28.04,18.54,4.49,28.92,19.56,4.9,27.01,15.99,1.09,31.42,18.74,2.49,30.38,16.49,0.82,30.66,13.13,0.62,33.11,16.56,0.68,27.52,10.91,0.16,29.63,16.61,2.18,,,,,,,,,,,
2003.34,0.12,1.05,0.8,0.7,0.27,1.16,0.38,0.0,1.77,0.0,0.64,27.84,15.24,1.58,27.1,15.07,0.94,27.99,16.62,2.13,29.93,19.91,3.55,28.28,15.44,0.96,34.05,20.3,1.01,34.84,19.35,1.39,28.84,12.37,1.28,31.65,16.47,1.02,27.26,10.59,0.47,30.38,16.65,1.54,,,,,,,,,,,
2003.35,0.26,0.81,0.89,0.75,0.31,0.85,0.44,0.18,1.58,0.0,0.66,24.14,11.01,0.6,25.46,12.77,1.44,27.91,15.79,3.42,30.53,20.11,2.39,27.69,15.04,3.15,32.75,20.15,2.88,32.71,18.29,3.76,26.59,10.83,1.91,31.51,15.92,1.03,26.97,9.85,0.11,29.39,15.87,2.32,,,,,,,,,,,
2003.36,0.16,0.74,1.15,0.96,0.29,0.97,0.46,0.11,2.54,0.0,0.79,21.03,10.56,5.31,20.71,12.28,6.99,23.8,15.48,8.57,28.59,19.31,6.54,22.53,11.35,5.97,28.78,18.03,4.74,26.04,12.85,4.77,25.2,8.89,1.39,32.18,16.59,0.57,29.62,11.5,0.18,26.58,14.16,4.3,,,,,,,,,,,
2003.37,0.07,0.87,1.1,0.55,0.24,0.96,0.8,0.21,1.97,0.38,0.64,22.64,8.02,0.06,23.51,10.94,0.5,23.23,11.83,1.9,26.15,16.0,1.14,25.78,13.47,1.49,28.97,16.36,5.3,26.45,13.25,6.28,20.26,6.78,2.78,28.61,13.56,0.55,18.74,7.42,3.4,24.94,12.45,2.75,,,,,,,,,,,
2003.38,0.07,0.87,1.44,0.31,0.28,0.84,0.93,0.09,2.1,1.52,0.64,23.67,12.65,4.8,24.02,13.71,4.94,23.21,13.24,9.84,27.03,14.87,2.27,22.8,9.96,2.55,27.42,14.55,2.52,24.0,8.33,1.71,19.48,2.33,0.87,30.1,12.45,0.04,18.98,5.03,1.3,24.26,10.36,2.42,,,,,,,,,,,
2003.39,0.41,1.03,1.6,0.5,0.36,1.35,0.77,0.1,1.96,1.44,0.75,21.3,10.03,5.0,21.41,10.15,5.56,22.74,11.83,6.37,26.43,15.17,7.57,18.77,7.14,5.53,27.51,15.23,2.2,23.32,7.77,1.64,22.07,3.48,0.12,31.5,13.9,0.48,25.92,7.92,0.04,24.41,10.31,3.26,,,,,,,,,,,
2003.4,0.47,0.53,1.53,1.24,1.21,1.04,0.99,0.33,1.16,0.76,0.96,16.16,5.6,4.71,15.0,5.04,4.82,16.02,4.87,2.61,21.49,8.71,1.39,12.45,1.67,1.44,25.19,11.27,0.5,17.56,3.38,1.04,18.46,2.32,0.39,28.57,12.84,0.1,23.67,8.67,0.1,20.02,6.5,1.17,,,,,,,,,,,
2003.41,0.41,0.73,1.36,1.4,1.16,1.13,1.43,0.64,1.02,0.66,1.04,17.13,3.28,1.06,17.76,4.56,0.96,19.47,6.76,0.52,23.15,13.74,3.01,20.9,6.5,0.42,25.1,15.28,5.49,24.09,9.7,2.15,21.75,3.98,0.46,26.53,11.11,0.4,17.09,5.61,2.98,22.28,9.15,2.06,,,,,,,,,,,
2003.42,0.56,0.69,1.2,1.44,1.13,1.42,0.98,0.73,0.99,0.99,1.05,15.9,4.08,7.13,16.46,4.91,4.65,18.13,6.6,4.7,22.38,10.57,1.61,16.21,3.64,3.33,24.72,10.79,1.46,19.61,3.45,1.79,17.67,0.96,0.28,27.56,10.0,0.02,15.25,4.54,5.4,20.15,6.27,2.23,,,,,,,,,,,
2003.43,0.57,0.68,1.2,1.58,1.23,2.55,1.13,0.45,0.88,1.24,1.11,8.55,-0.95,2.7,10.75,0.73,1.32,15.19,2.65,0.31,23.5,8.67,0.25,16.2,3.72,1.02,28.0,10.24,0.19,25.36,6.87,0.18,21.05,2.82,0.06,29.31,10.9,0.02,18.44,5.96,5.02,21.75,6.18,0.75,,,,,,,,,,,
2003.44,0.73,0.88,1.7,1.85,1.1,4.6,1.31,0.85,0.97,2.06,1.41,15.47,4.92,11.82,14.82,4.76,10.2,16.98,4.48,7.7,21.49,9.72,4.58,10.97,2.89,1.88,22.72,8.61,0.84,14.16,1.89,0.45,9.45,-2.8,1.35,22.15,7.4,0.49,11.61,-0.3,1.49,16.26,4.27,2.75,,,,,,,,,,,
2003.45,0.8,0.99,1.73,2.1,1.27,7.88,1.15,1.07,1.04,2.08,1.73,11.48,3.32,2.58,14.32,5.66,2.74,19.9,8.31,4.04,24.08,12.88,2.83,9.62,0.99,4.27,20.23,9.59,1.3,7.41,-0.91,3.53,1.93,-8.35,1.17,14.52,2.51,1.75,4.77,-4.82,1.21,13.05,2.95,2.43,,,,,,,,,,,
2003.46,0.88,1.21,2.5,2.55,1.79,7.4,1.62,3.0,1.73,3.39,2.41,6.06,-3.85,2.21,7.46,-2.45,2.04,10.44,-0.14,3.02,18.55,6.36,0.97,8.15,-1.69,1.51,18.56,8.86,1.25,11.56,0.67,0.34,7.35,-4.06,1.09,15.48,5.06,3.56,8.66,-0.06,2.91,12.4,1.82,1.59,,,,,,,,,,,
2003.47,1.22,1.42,3.38,2.76,2.29,8.14,1.77,5.15,2.39,6.75,3.11,9.33,-0.92,4.72,10.95,1.99,6.29,14.48,3.71,7.15,20.72,8.46,6.15,11.4,2.7,4.18,20.79,6.94,4.03,15.38,1.3,2.33,6.96,-5.86,1.09,15.72,3.1,0.48,5.89,-1.65,9.3,14.16,2.41,4.1,,,,,,,,,,,
2003.48,1.61,1.61,4.97,3.73,3.51,8.42,4.9,6.48,4.05,8.91,4.31,9.81,-1.83,3.51,10.57,-0.09,4.55,12.75,0.13,3.44,16.96,3.57,4.24,5.67,-3.0,3.59,15.27,-0.08,1.49,5.93,-6.99,0.81,0.98,-11.96,0.85,13.43,0.4,0.42,4.4,-2.61,7.87,9.58,-2.7,2.69,,,,,,,,,,,
2003.49,2.26,2.28,5.39,5.01,4.6,9.27,5.65,5.66,4.23,8.22,4.83,0.63,-8.51,1.85,2.01,-6.17,2.45,4.69,-3.29,3.4,12.16,1.42,2.08,4.06,-3.62,1.08,16.22,1.98,0.17,7.53,-2.81,1.05,6.94,-5.83,0.31,16.47,4.19,2.86,6.9,0.33,5.93,9.21,-1.49,1.68,,,,,,,,,,,
2003.5,4.81,4.08,6.99,7.34,8.05,8.18,12.18,4.51,4.49,7.93,6.43,1.33,-8.8,6.78,2.49,-5.9,5.27,4.77,-3.77,5.31,12.19,0.4,3.37,1.93,-5.56,2.51,13.89,0.0,2.13,2.25,-7.17,2.86,1.3,-10.09,1.29,11.84,1.13,4.25,4.0,-1.25,7.55,6.55,-3.77,3.35,,,,,,,,,,,
2003.51,6.33,5.64,7.61,8.18,9.58,7.15,9.82,3.17,4.46,6.91,6.87,1.54,-8.53,10.26,1.76,-5.92,6.18,3.27,-3.95,4.91,10.4,-0.15,3.6,-0.1,-6.29,1.07,14.33,-1.87,0.18,5.27,-5.52,0.26,4.93,-8.35,0.57,13.59,0.56,2.16,5.19,-1.87,4.19,7.11,-3.88,2.21,,,,,,,,,,,
2003.52,6.72,5.48,8.07,8.78,10.43,5.18,10.24,2.99,4.71,4.06,7.06,5.05,-4.16,3.06,5.99,-2.36,3.8,7.19,-2.67,2.29,12.64,-1.18,1.63,3.64,-5.29,1.65,16.04,1.82,0.63,8.61,-3.58,0.84,4.67,-7.28,1.5,11.17,1.31,4.23,4.02,-2.06,4.51,8.75,-2.55,1.96,,,,,,,,,,,
2003.53,4.98,3.23,6.49,5.72,6.48,3.65,4.21,1.87,3.37,2.97,4.55,5.56,-4.62,0.83,8.05,-1.93,1.35,11.0,-1.63,1.74,17.01,2.76,2.0,6.93,-2.53,2.25,16.22,3.18,1.48,9.89,-3.78,0.56,-0.47,-11.3,1.75,8.97,-0.72,6.41,-0.13,-6.29,7.77,9.05,-2.42,2.46,,,,,,,,,,,
2004.01,3.09,1.97,4.15,3.14,3.07,2.11,1.79,1.08,1.4,2.15,2.42,-4.92,-13.01,1.78,-1.9,-9.94,2.61,3.66,-5.03,3.45,11.25,1.19,2.55,-3.55,-11.41,2.97,11.4,-1.43,0.77,-1.51,-12.67,1.01,-2.24,-14.62,0.62,12.5,0.25,1.26,0.19,-6.94,5.61,3.68,-6.78,1.99,,,,,,,,,,,
2004.02,1.85,1.48,3.5,2.19,2.3,1.89,1.11,0.78,1.4,1.09,1.81,-8.9,-20.74,0.57,-5.95,-16.58,1.53,0.79,-9.64,0.59,12.41,-1.02,0.4,-0.16,-7.97,0.87,15.6,4.41,4.51,9.72,-4.13,1.1,5.93,-7.87,0.06,14.78,2.68,0.35,5.91,-1.08,2.06,7.62,-3.93,1.3,,,,,,,,,,,
2004.03,1.42,1.21,2.81,2.08,2.16,1.62,1.29,1.0,1.55,1.49,1.71,-5.06,-14.4,0.71,-4.42,-13.0,1.27,-0.65,-9.78,2.01,10.57,-1.83,2.11,-4.65,-14.43,0.88,11.97,0.33,1.37,3.96,-8.45,0.45,2.13,-10.56,0.41,12.27,0.8,0.96,4.4,-2.17,4.56,4.73,-6.33,1.38,,,,,,,,,,,
2004.04,0.84,1.16,2.35,2.29,1.85,1.51,1.17,0.86,1.23,1.92,1.54,-7.73,-17.0,0.59,-6.81,-14.15,2.28,-2.77,-10.58,2.71,10.07,-1.5,4.51,-8.18,-16.32,1.65,12.29,-1.35,2.12,-5.02,-14.5,1.65,-1.68,-13.78,1.13,11.38,0.11,1.33,4.59,-1.21,9.98,2.32,-8.11,2.72,,,,,,,,,,,
2004.05,0.65,1.03,2.2,1.94,1.82,1.04,0.93,0.85,1.45,1.23,1.44,0.59,-10.15,4.63,0.65,-8.78,6.88,2.86,-6.98,7.85,11.71,1.31,8.52,-2.2,-11.59,2.27,10.46,-1.23,3.11,-2.74,-11.87,2.61,-2.62,-14.37,1.33,10.88,-0.49,3.15,4.13,-2.85,3.68,3.97,-6.37,4.04,,,,,,,,,,,
2004.06,0.56,0.88,2.8,1.7,1.57,1.16,1.04,0.73,1.17,1.42,1.32,1.41,-10.45,0.15,1.84,-8.21,0.33,4.68,-4.78,0.2,10.72,1.76,3.57,-0.83,-10.02,0.23,8.61,-1.39,3.96,0.95,-12.28,0.13,-0.56,-15.25,0.56,13.14,-1.46,0.17,6.38,-4.39,0.97,4.95,-6.36,1.44,,,,,,,,,,,
2004.07,0.53,1.09,2.7,1.75,1.33,0.9,1.0,0.64,1.41,0.97,1.31,-0.76,-13.95,0.42,0.75,-10.97,0.51,5.8,-6.11,0.51,12.43,1.0,1.97,2.11,-8.38,0.76,16.37,1.14,0.39,7.52,-5.89,0.23,5.88,-6.97,0.72,14.32,3.28,5.42,6.85,-1.13,5.69,8.64,-3.53,1.54,,,,,,,,,,,
2004.08,0.42,0.89,2.6,1.25,1.28,0.62,0.92,0.42,1.04,0.67,1.04,3.05,-8.98,0.64,3.41,-8.32,0.36,6.48,-4.17,0.41,12.81,2.36,4.43,5.27,-4.01,0.35,14.77,2.62,3.52,9.42,-2.5,0.08,6.75,-5.24,1.26,11.46,2.49,7.62,7.81,-0.47,3.78,9.29,-1.51,2.5,,,,,,,,,,,
2004.09,0.34,0.61,2.46,1.29,1.19,0.77,0.93,0.5,0.99,0.85,1.01,9.18,-1.76,1.41,11.29,0.47,1.84,16.4,2.55,2.98,20.84,9.15,3.73,10.26,1.38,4.54,17.46,6.77,4.85,8.75,0.64,7.65,2.79,-7.37,1.89,13.34,2.02,2.26,6.78,-1.65,4.12,12.11,1.77,3.85,,,,,,,,,,,
2004.1,0.37,0.83,3.32,1.25,1.3,0.49,1.07,0.41,0.93,0.92,1.05,4.98,-4.24,0.77,5.52,-2.88,1.87,8.77,-1.89,1.3,16.58,2.62,0.39,4.91,-5.23,0.65,19.45,5.32,1.27,13.63,-1.76,0.09,11.59,-4.44,0.18,23.5,7.13,0.16,14.25,0.6,0.78,13.57,-0.03,0.63,,,,,,,,,,,
2004.11,0.36,0.79,2.9,1.27,1.18,0.52,0.59,0.43,1.08,0.56,1.02,2.3,-7.44,1.7,3.25,-5.72,3.09,8.22,-1.64,3.51,19.6,7.01,2.51,5.98,-3.27,1.59,22.23,9.48,1.83,14.06,0.26,1.2,12.53,-1.98,0.35,25.11,7.69,0.04,13.56,1.01,0.89,14.71,2.06,1.52,,,,,,,,,,,
2004.12,0.34,0.9,2.67,1.02,1.26,0.4,0.85,0.37,0.88,0.53,0.92,7.15,-4.43,2.39,8.63,-2.42,1.99,13.05,-0.22,1.22,19.53,5.14,0.51,11.3,0.51,3.13,22.37,11.15,0.6,18.23,4.98,2.04,16.39,-0.17,0.71,21.86,7.63,1.17,13.41,2.13,4.1,16.83,3.7,1.53,,,,,,,,,,,
2004.13,0.32,0.99,2.77,0.85,0.88,0.3,0.35,0.25,0.9,0.54,0.79,8.12,-0.23,9.14,10.8,2.57,3.73,11.8,3.91,4.58,18.9,6.62,2.24,12.4,1.99,2.62,22.87,7.85,2.5,15.93,0.93,2.34,14.49,-1.58,1.3,21.17,6.37,1.49,14.91,0.37,0.87,16.49,3.29,2.46,,,,,,,,,,,
2004.14,0.19,0.85,1.96,0.99,0.96,0.3,0.44,0.26,1.35,0.47,0.8,8.84,-2.26,1.18,8.69,-1.78,1.02,12.82,0.67,0.87,21.55,6.23,0.62,13.11,0.16,0.33,21.25,9.05,4.87,17.84,2.8,0.9,12.96,-0.47,2.6,20.68,6.63,0.49,16.97,2.84,0.17,16.82,3.34,1.61,,,,,,,,,,,
2004.15,0.22,0.68,2.62,0.93,1.06,0.27,0.53,0.25,1.27,0.76,0.84,11.68,-0.22,7.04,12.08,1.24,6.83,13.52,3.05,8.22,19.76,6.98,5.8,14.51,1.8,1.04,20.1,6.74,2.2,18.58,2.31,0.48,14.56,-1.27,0.79,20.26,5.88,0.49,14.76,2.32,2.69,16.94,3.34,2.79,,,,,,,,,,,
2004.16,0.24,0.79,2.36,0.93,0.96,0.33,0.29,0.19,1.1,0.37,0.79,18.54,3.85,1.74,19.8,6.59,2.21,24.32,10.26,1.58,25.96,12.72,1.57,18.14,6.45,3.61,24.25,13.43,3.97,20.17,8.4,5.33,12.14,-0.76,2.85,19.81,5.62,1.17,12.7,1.5,3.69,19.8,7.32,2.97,,,,,,,,,,,
2004.17,0.16,0.6,2.1,0.85,0.79,0.32,0.41,0.04,0.96,0.54,0.68,16.68,3.24,3.26,16.93,5.13,3.21,19.35,6.77,3.76,23.61,11.43,4.41,17.31,4.92,2.96,23.52,11.03,4.98,19.23,5.85,2.92,15.04,-0.58,1.28,26.94,9.1,0.04,21.13,3.43,0.36,20.32,6.46,2.87,,,,,,,,,,,
2004.18,0.16,0.63,2.02,0.92,0.93,0.39,0.81,0.04,1.15,0.61,0.76,18.34,5.07,3.56,17.79,5.12,3.81,20.97,6.65,3.88,24.29,10.46,3.92,17.22,4.26,2.22,25.71,10.87,1.35,23.94,7.77,0.5,22.4,4.51,0.13,28.29,10.94,0.07,19.44,5.61,1.02,22.62,7.58,1.77,,,,,,,,,,,
2004.19,0.22,0.72,2.07,0.99,0.89,0.24,0.53,0.04,1.55,0.6,0.79,22.53,7.68,0.93,24.51,11.7,3.21,26.94,13.83,1.96,27.0,15.92,3.41,22.64,11.17,5.86,26.36,14.74,5.85,22.76,10.29,4.55,16.34,1.39,2.03,24.8,8.66,0.36,15.28,3.64,2.13,22.91,10.14,3.49,,,,,,,,,,,
2004.2,0.27,0.88,2.42,0.84,1.02,0.36,0.5,0.01,1.66,0.39,0.81,22.04,8.89,3.01,22.88,10.95,2.95,24.99,14.56,5.96,27.78,16.9,2.09,21.71,10.8,5.97,28.84,16.56,0.69,25.32,13.87,4.05,19.37,5.33,1.65,24.16,9.48,0.24,16.52,6.0,3.48,23.91,11.85,2.74,,,,,,,,,,,
2004.21,0.12,0.94,2.16,1.08,1.14,0.31,0.51,0.16,1.09,0.35,0.8,16.05,7.88,8.14,22.41,11.56,7.51,26.01,15.17,4.77,29.28,18.31,2.23,20.36,9.91,5.65,29.34,17.67,0.89,26.14,12.81,4.05,18.34,4.36,2.07,24.21,9.6,0.47,15.86,5.5,5.51,23.77,11.86,3.26,,,,,,,,,,,
2004.22,0.13,0.9,1.07,1.13,1.31,0.56,0.25,0.25,1.62,1.5,0.88,18.45,6.07,2.7,19.98,8.25,3.28,22.12,11.72,5.7,27.75,16.77,6.23,21.24,10.29,5.57,31.04,16.86,3.58,25.58,11.43,2.63,21.92,5.82,1.13,30.95,12.6,0.02,21.08,6.85,1.2,25.13,11.6,3.38,,,,,,,,,,,
2004.23,0.11,0.98,1.06,0.8,1.14,0.78,1.23,0.15,1.12,0.65,0.74,23.26,9.15,1.36,23.55,11.88,1.51,24.56,13.79,4.16,28.82,18.33,3.12,25.19,15.14,7.44,30.14,18.83,6.48,29.07,17.46,3.17,23.34,8.2,2.24,26.66,11.01,0.17,16.2,6.39,3.63,26.0,14.0,3.8,,,,,,,,,,,
2004.24,0.07,0.67,1.13,0.77,1.1,0.61,0.27,0.12,1.35,0.35,0.66,25.28,12.93,1.57,25.39,14.76,2.61,26.73,17.19,4.95,29.17,20.21,6.11,25.03,14.86,3.98,31.44,18.65,2.78,26.44,14.93,7.05,20.74,6.72,2.51,30.32,13.54,0.06,22.46,7.42,0.72,26.56,14.45,3.59,,,,,,,,,,,
2004.25,0.1,0.58,2.18,0.78,1.04,0.43,0.51,0.16,1.02,0.13,0.72,22.98,10.69,1.86,23.27,11.1,2.15,24.81,13.42,2.83,28.17,19.1,7.41,21.45,10.05,1.74,29.14,17.72,6.99,24.38,11.82,2.02,21.62,6.6,1.66,30.6,13.94,0.06,26.15,10.9,0.27,25.51,13.0,3.33,,,,,,,,,,,
2004.26,0.08,0.16,0.75,0.78,1.02,0.38,0.42,0.17,0.73,0.13,0.56,24.3,11.01,2.71,24.29,11.61,1.3,25.73,13.41,1.13,27.52,18.67,5.89,25.04,12.67,1.11,29.08,18.52,7.6,25.66,14.82,5.21,23.9,9.03,2.27,29.82,13.55,0.14,25.36,10.62,0.76,26.38,14.09,3.49,,,,,,,,,,,
2004.27,0.08,0.44,0.72,0.85,1.09,1.56,0.28,1.07,0.83,0.0,0.79,24.78,13.9,4.36,26.24,14.68,3.41,28.0,17.02,3.76,30.56,19.56,3.63,24.25,14.72,5.0,32.03,19.85,1.29,27.97,16.06,5.67,25.58,9.7,1.6,31.46,15.04,0.09,23.3,8.85,0.43,27.96,15.37,2.83,,,,,,,,,,,
2004.28,0.08,0.87,1.82,0.88,0.96,0.83,0.45,0.97,0.74,0.46,0.86,23.7,14.66,2.6,24.26,15.56,8.11,26.59,16.69,6.37,30.46,19.44,3.97,26.74,15.93,3.31,32.77,19.86,0.73,31.1,18.68,2.34,29.24,12.87,1.74,32.74,16.39,0.69,28.82,11.66,0.2,29.61,16.65,2.54,,,,,,,,,,,
2004.29,0.04,0.63,0.2,0.82,0.88,1.33,0.37,1.01,0.72,0.19,0.69,26.7,16.25,4.61,25.96,16.13,5.26,26.27,16.32,4.92,29.53,18.71,3.05,26.22,15.04,2.59,32.31,19.49,1.89,29.44,17.72,3.88,26.36,11.87,2.87,33.39,17.83,0.45,29.01,13.04,0.55,28.9,16.37,2.72,,,,,,,,,,,
2004.3,0.05,0.71,0.68,0.93,0.95,1.2,0.38,1.2,0.71,0.0,0.78,24.27,14.18,2.88,23.93,15.41,7.62,25.51,16.91,7.58,28.99,19.53,6.19,23.59,13.26,2.9,29.05,17.99,4.66,25.14,13.57,3.22,25.61,9.62,1.01,32.5,16.23,0.43,29.17,12.24,0.07,27.11,14.97,3.47,,,,,,,,,,,
