Week,R01.%ILI,R02.%ILI,R03.%ILI,R04.%ILI,R05.%ILI,R06.%ILI,R07.%ILI,R08.%ILI,R09.%ILI,R10.%ILI,USA.%ILI,R01.Tmax,R01.Tmin,R01.prcp,R02.Tmax,R02.Tmin,R02.prcp,R03.Tmax,R03.Tmin,R03.prcp,R04.Tmax,R04.Tmin,R04.prcp,R05.Tmax,R05.Tmin,R05.prcp,R06.Tmax,R06.Tmin,R06.prcp,R07.Tmax,R07.Tmin,R07.prcp,R08.Tmax,R08.Tmin,R08.prcp,R09.Tmax,R09.Tmin,R09.prcp,R10.Tmax,R10.Tmin,R10.prcp,USA.Tmax,USA.Tmin,USA.prcp,R01.tweets,R02.tweets,R03.tweets,R04.tweets,R05.tweets,R06.tweets,R07.tweets,R08.tweets,R09.tweets,R10.tweets,USA.tweets
2006.37,0.22,0.31,0.97,0.8,0.94,1.73,0.3,0.93,1.05,2.26,0.88,20.18,8.11,2.04,19.8,10.67,5.66,19.86,12.42,5.26,26.28,16.31,4.89,20.71,11.53,5.24,29.28,16.52,2.43,24.41,12.35,4.52,21.6,6.69,2.19,27.86,12.22,0.43,20.59,6.28,1.26,23.98,11.98,3.39,,,,,,,,,,,
2006.38,0.12,0.35,1.13,0.83,0.97,1.95,0.41,1.05,1.23,2.07,0.94,21.9,9.63,2.25,21.45,9.82,1.39,20.66,9.72,0.97,26.3,14.21,4.78,18.58,8.41,4.25,28.01,14.15,4.54,20.76,7.82,4.45,13.79,1.57,3.32,25.98,9.83,0.06,16.38,5.02,2.87,21.58,9.13,3.43,,,,,,,,,,,
2006.39,0.25,0.39,0.72,0.7,0.86,2.16,0.47,1.54,1.01,2.92,0.89,19.14,6.68,2.92,19.45,8.29,3.72,19.52,8.74,3.77,24.79,12.37,3.26,17.65,6.23,2.25,27.21,11.72,1.37,21.54,6.45,0.34,19.12,2.7,0.25,28.74,11.12,0.02,24.54,7.12,0.09,22.61,8.25,1.57,,,,,,,,,,,
2006.4,0.51,0.51,1.64,1.11,1.32,1.24,0.49,2.44,1.01,1.57,1.2,16.99,5.55,3.24,17.56,6.47,3.92,18.76,8.08,6.38,26.34,12.58,0.81,20.44,7.21,3.47,29.71,15.43,0.17,26.68,11.08,0.02,20.15,5.59,1.66,23.5,10.28,0.99,17.56,5.12,0.74,23.19,9.6,1.64,,,,,,,,,,,
2006.41,0.46,0.65,1.45,1.11,1.31,1.58,0.43,0.51,1.2,1.65,1.06,17.82,3.77,5.95,17.58,4.74,3.69,17.36,5.76,1.79,22.4,9.53,1.16,14.01,2.76,1.75,23.97,10.53,3.78,15.15,3.39,1.88,11.75,-0.29,1.67,23.05,8.1,0.74,18.27,3.24,0.28,18.21,5.42,2.0,,,,,,,,,,,
2006.42,0.59,0.85,1.65,1.14,1.32,1.99,0.65,0.48,1.09,1.14,1.13,14.31,3.18,6.89,14.33,4.28,7.73,15.64,5.05,6.18,21.63,10.08,6.36,11.46,3.22,5.47,22.73,10.0,8.11,14.38,2.94,2.62,9.53,-2.23,2.41,21.24,6.76,0.37,12.76,3.69,4.21,16.23,4.96,4.88,,,,,,,,,,,
2006.43,0.63,0.8,1.55,1.18,1.34,2.02,0.63,0.38,1.02,1.6,1.13,9.82,1.12,5.1,9.36,1.22,5.45,10.19,1.86,5.38,16.86,5.32,5.55,8.08,-0.08,3.32,20.59,7.21,3.63,12.12,0.04,3.11,10.99,-3.07,1.82,23.33,6.57,0.13,13.7,1.08,0.79,14.27,2.31,3.28,,,,,,,,,,,
2006.44,0.72,0.71,1.53,1.34,1.29,2.36,0.67,0.34,1.29,1.61,1.21,10.99,0.61,5.51,11.68,1.01,2.82,13.17,1.37,2.04,19.28,5.35,1.16,8.91,-2.27,0.41,20.11,5.58,0.23,13.91,-2.55,0.12,9.03,-5.45,0.25,19.82,5.4,1.12,8.97,-1.34,7.1,14.24,0.79,1.34,,,,,,,,,,,
2006.45,0.59,0.95,1.3,1.53,1.42,3.05,0.72,0.68,1.17,1.64,1.35,11.89,1.46,5.46,12.7,3.02,4.77,13.92,3.58,4.27,19.2,7.31,4.37,12.53,3.23,2.42,22.58,8.21,2.28,17.19,2.23,0.79,12.37,-1.06,0.92,21.15,6.43,0.83,10.44,3.72,18.92,16.3,4.13,3.63,,,,,,,,,,,
2006.46,0.72,1.03,1.6,1.78,1.61,3.31,0.81,0.44,1.14,1.44,1.47,14.27,7.15,9.02,13.26,6.41,7.21,12.89,5.09,8.45,16.66,4.49,6.73,5.52,-0.02,2.66,18.43,3.26,1.2,9.61,-2.32,1.23,7.07,-5.76,1.01,18.39,4.83,1.97,7.71,-0.12,7.59,12.29,1.24,3.69,,,,,,,,,,,
2006.47,1.02,1.58,2.02,2.27,1.62,3.72,0.83,0.61,1.64,1.8,1.83,6.73,-2.16,2.69,7.06,-1.41,2.21,8.53,-0.35,2.84,14.35,1.45,2.56,9.33,-2.32,0.13,19.63,2.72,0.01,14.16,-1.83,0.0,10.94,-3.62,0.28,18.17,4.76,0.57,6.87,0.44,9.24,12.88,-0.13,1.52,,,,,,,,,,,
2006.48,0.7,1.6,2.01,2.0,1.63,3.29,1.15,0.49,1.42,1.69,1.67,11.72,2.22,3.59,14.48,3.96,3.28,15.64,3.36,1.1,20.29,7.32,1.73,9.58,0.47,6.99,16.75,3.7,2.57,6.98,-4.92,3.94,-1.34,-13.85,1.25,11.57,-0.95,1.14,0.9,-6.89,4.86,10.57,-1.07,2.96,,,,,,,,,,,
2006.49,0.89,1.55,2.0,2.5,1.75,3.39,1.3,0.38,1.59,1.79,1.86,3.05,-7.21,0.89,3.0,-6.38,0.72,4.6,-5.44,0.33,11.13,-2.08,0.18,-1.49,-10.96,0.43,10.84,-3.08,0.16,4.97,-10.29,0.02,4.57,-10.21,0.16,16.57,1.09,0.94,5.83,-2.45,0.83,6.86,-5.86,0.35,,,,,,,,,,,
2006.5,1.05,1.79,2.15,3.93,1.98,4.61,1.52,0.52,1.7,1.91,2.39,7.41,-1.58,0.75,9.44,0.99,0.72,11.67,-0.54,0.45,17.31,3.54,1.29,8.03,-0.22,1.64,17.74,3.25,0.92,12.53,-1.62,0.19,6.73,-4.91,0.72,13.58,2.69,3.78,6.26,-0.37,12.8,11.91,0.24,2.01,,,,,,,,,,,
2006.51,1.03,2.48,2.48,4.26,2.51,4.71,2.27,0.8,2.16,2.06,2.79,6.67,-3.29,2.83,8.52,-0.9,3.05,11.11,0.5,3.35,18.55,7.04,4.41,6.99,-1.19,3.78,15.27,4.64,3.31,6.43,-2.69,3.95,0.6,-10.97,2.62,9.51,-2.42,1.46,2.84,-5.26,3.9,9.26,-1.04,3.37,,,,,,,,,,,
2006.52,1.66,2.28,3.16,3.99,3.02,5.66,2.65,1.64,2.43,2.48,3.12,3.89,-3.73,2.86,5.85,-1.39,2.68,8.58,-0.39,2.46,14.46,3.4,4.28,4.98,-1.68,1.08,12.86,1.34,6.48,6.88,-3.11,2.78,2.19,-8.56,1.92,12.55,0.41,2.66,3.81,-3.24,7.86,8.26,-1.56,3.57,,,,,,,,,,,
2007.01,1.45,2.3,2.27,2.29,2.64,3.91,2.24,0.7,2.25,1.87,2.27,7.2,-2.67,4.47,9.7,0.58,5.02,11.62,1.42,5.14,16.99,6.61,6.85,7.56,-0.08,4.66,12.17,0.45,3.61,5.92,-4.04,2.22,2.06,-9.96,1.34,12.5,-0.34,1.3,4.24,-2.64,10.07,9.23,-1.1,4.19,,,,,,,,,,,
2007.02,1.09,1.81,1.77,1.87,2.14,3.45,1.56,0.61,1.97,2.67,1.86,5.42,-3.59,3.89,6.35,-2.28,4.68,7.86,-1.27,3.8,14.92,3.46,3.08,3.26,-4.57,2.32,14.58,1.33,2.54,4.69,-6.33,1.07,-0.23,-13.03,0.7,12.19,-1.2,0.19,2.29,-6.42,4.08,7.65,-3.43,2.26,,,,,,,,,,,
2007.03,1.44,1.94,1.79,1.88,2.27,4.11,1.68,0.66,2.21,3.47,2.0,-0.95,-10.14,3.11,1.96,-6.23,3.28,7.1,-1.35,1.89,13.38,4.22,1.82,-1.3,-9.03,3.36,4.12,-2.56,6.08,-3.32,-13.33,1.76,-3.86,-17.47,0.45,9.17,-4.65,0.42,0.46,-8.17,1.87,2.93,-6.74,2.45,,,,,,,,,,,
2007.04,1.01,2.32,2.42,2.29,2.57,5.26,2.24,0.81,2.62,3.31,2.44,-5.18,-15.43,0.19,-2.93,-11.66,0.6,1.17,-6.02,1.25,10.32,0.73,3.31,-0.89,-8.27,0.85,9.6,-1.15,2.9,2.57,-7.82,1.46,2.34,-11.0,0.55,13.34,-1.18,0.45,6.52,-3.61,0.62,5.07,-5.4,1.53,,,,,,,,,,,
2007.05,1.32,2.14,2.09,2.47,3.41,5.33,3.02,1.49,3.01,3.75,2.83,-2.37,-13.38,1.15,-1.15,-9.82,1.22,1.44,-7.29,0.83,8.1,-2.87,3.44,-5.51,-14.35,0.47,8.14,-2.45,1.24,-2.9,-14.9,0.24,-3.57,-17.24,0.55,12.74,-0.18,0.76,5.07,-6.19,0.26,2.38,-8.76,1.14,,,,,,,,,,,
2007.06,1.66,2.27,2.51,3.1,3.46,6.61,2.72,1.03,3.25,5.26,3.12,-6.58,-15.81,0.12,-6.21,-13.74,0.84,-3.55,-12.12,0.46,9.27,-2.24,0.23,-10.43,-19.55,0.53,14.31,0.48,0.11,-2.23,-11.57,0.16,3.47,-8.19,0.37,17.71,4.27,3.7,9.18,0.99,2.02,4.17,-6.71,0.72,,,,,,,,,,,
2007.07,1.83,2.43,2.54,3.24,3.64,7.26,2.66,1.79,2.86,5.41,3.27,-4.09,-14.7,5.53,-4.24,-12.73,4.97,-0.23,-9.49,4.52,10.23,-2.13,2.6,-5.26,-14.97,2.22,9.76,-1.67,1.56,-2.57,-13.0,2.04,0.09,-11.28,1.44,15.29,3.07,2.35,8.23,0.84,6.1,3.79,-6.96,2.67,,,,,,,,,,,
2007.08,1.83,2.41,2.22,3.41,3.27,6.95,2.83,1.67,2.67,3.96,3.18,-0.22,-12.26,0.58,1.53,-9.86,1.26,4.79,-5.69,1.1,14.97,1.39,1.1,2.28,-7.88,0.86,19.34,3.69,0.44,10.48,-2.43,1.08,6.33,-6.13,0.84,13.42,1.48,2.93,5.36,-1.74,7.21,9.71,-2.58,1.5,,,,,,,,,,,
2007.09,1.82,1.91,2.35,2.69,3.03,5.97,1.84,1.59,2.22,4.01,2.72,3.43,-8.91,5.54,3.44,-6.13,5.43,7.42,-1.83,5.58,18.17,4.64,6.34,2.52,-3.63,4.97,18.65,2.68,0.52,5.84,-4.03,2.66,0.18,-10.71,1.53,11.39,-0.39,3.61,3.88,-3.47,6.22,8.75,-2.36,3.75,,,,,,,,,,,
2007.1,1.65,2.11,2.5,2.43,2.98,4.99,1.4,1.47,2.15,3.08,2.5,-2.09,-15.2,0.36,-0.91,-12.07,0.71,4.64,-6.63,0.65,17.34,2.12,0.07,2.25,-8.63,0.59,19.72,2.05,0.09,11.05,-3.74,0.34,9.7,-4.69,0.3,19.8,4.53,0.13,11.17,1.22,2.68,11.54,-2.5,0.46,,,,,,,,,,,
2007.11,1.72,2.69,2.44,2.07,3.04,4.58,1.56,1.58,1.91,3.16,2.43,8.77,-3.21,7.27,9.07,-2.31,6.27,12.98,0.22,7.13,21.18,7.29,2.49,10.85,-1.49,1.8,21.7,8.57,6.05,16.42,1.78,0.38,13.92,-1.35,0.38,25.56,7.53,0.02,13.62,1.8,2.99,16.73,2.88,2.8,,,,,,,,,,,
2007.12,1.42,2.09,1.91,1.69,2.96,2.94,1.01,1.18,1.66,2.74,1.96,5.53,-6.71,1.62,6.7,-5.02,1.54,11.18,-0.06,1.89,20.74,6.81,0.35,11.4,0.27,4.31,22.91,12.06,1.23,18.47,4.87,2.8,15.24,-0.04,0.92,20.12,6.16,1.33,12.5,1.4,4.79,16.5,3.73,1.93,,,,,,,,,,,
2007.13,1.34,1.97,2.02,1.21,1.89,2.77,0.76,0.91,1.44,2.72,1.59,9.94,-1.8,1.39,12.47,0.34,1.7,17.78,4.14,0.92,25.17,11.76,0.81,17.94,7.32,2.48,22.21,11.76,7.32,20.54,9.88,6.09,10.81,-1.84,3.15,18.19,3.65,1.07,11.68,-0.01,3.1,18.01,5.95,3.23,,,,,,,,,,,
2007.14,1.26,1.84,1.66,1.06,1.46,2.73,0.61,0.74,1.2,1.12,1.37,5.53,-2.64,5.7,8.44,-0.78,3.36,12.99,2.1,2.25,20.53,8.21,2.33,8.64,-0.78,3.49,21.14,7.69,1.18,11.66,-0.91,1.52,8.99,-3.7,0.84,23.72,7.64,0.07,14.02,0.92,1.07,14.69,2.45,1.84,,,,,,,,,,,
2007.15,1.16,1.42,1.43,1.17,1.37,3.0,0.69,0.5,1.36,1.12,1.36,5.66,-2.89,3.77,5.67,-2.47,3.19,8.08,-1.09,3.39,16.94,4.1,3.54,6.09,-2.74,2.95,17.32,5.18,3.32,7.89,-1.73,4.32,7.69,-4.87,1.49,18.95,5.53,0.97,11.58,0.79,3.9,11.61,0.42,2.98,,,,,,,,,,,
2007.16,1.01,1.05,1.24,1.09,1.26,2.24,0.71,0.51,1.16,1.44,1.17,11.0,0.78,13.89,10.61,1.38,11.59,11.67,2.72,8.07,20.6,6.35,3.59,15.32,1.74,0.68,21.81,7.11,0.86,20.1,4.62,0.35,14.97,-0.06,1.63,16.93,3.35,1.33,10.81,-0.11,2.63,16.92,3.37,2.78,,,,,,,,,,,
2007.17,0.77,1.01,0.94,1.0,1.23,2.24,0.66,0.33,1.02,1.93,1.06,18.04,3.17,2.52,18.62,5.29,3.66,20.41,7.49,2.94,25.05,11.86,1.44,18.95,7.19,5.12,23.7,11.24,2.75,19.47,7.84,7.54,15.3,1.39,3.16,22.74,6.96,1.4,15.42,3.7,1.54,20.27,7.26,3.26,,,,,,,,,,,
2007.18,0.6,0.88,0.78,0.97,1.09,1.95,0.56,0.33,0.99,1.25,0.97,15.76,3.3,1.78,17.6,4.26,1.04,20.41,7.59,1.57,26.68,12.9,1.81,20.96,8.37,1.51,25.53,14.26,5.6,24.13,11.63,3.63,18.9,4.31,2.42,22.22,8.27,0.97,13.96,2.42,2.6,21.89,8.93,2.6,,,,,,,,,,,
2007.19,0.5,0.72,1.23,0.85,0.98,2.01,0.79,0.36,1.01,1.79,0.97,22.51,6.51,1.04,21.99,7.04,1.23,21.45,7.77,0.86,26.0,12.97,1.9,23.13,9.79,1.06,25.79,14.54,4.19,24.71,12.07,6.73,19.41,3.86,2.0,27.11,9.62,0.04,20.36,4.87,0.19,23.56,9.65,2.29,,,,,,,,,,,
2007.2,0.21,0.87,1.08,0.71,1.01,1.92,0.62,0.26,0.81,1.38,0.86,15.84,4.71,7.09,18.91,5.77,2.67,19.77,6.95,3.04,24.98,11.91,1.7,21.01,6.74,2.02,26.0,13.25,1.6,24.71,10.2,1.94,22.06,5.7,0.94,27.36,10.42,0.08,20.52,5.12,0.41,23.17,8.9,1.7,,,,,,,,,,,
2007.21,0.2,1.09,1.17,0.72,1.04,1.85,0.22,0.22,0.79,2.17,0.86,22.35,7.46,1.65,23.22,8.76,0.71,22.99,9.43,0.47,27.27,12.31,0.19,23.85,10.44,1.95,25.63,14.57,4.92,24.35,12.52,4.57,17.72,3.63,3.01,26.16,10.27,0.04,17.53,4.75,1.75,23.38,9.89,2.26,,,,,,,,,,,
2007.22,0.31,1.07,1.18,0.85,1.01,1.94,0.29,0.37,0.77,2.36,0.94,24.36,11.3,1.74,26.58,12.47,1.42,26.42,13.35,1.78,28.49,15.55,2.25,25.4,13.75,2.57,27.5,15.97,4.76,24.07,13.56,6.68,20.03,5.56,2.6,28.31,11.64,0.02,23.53,7.07,0.32,25.41,12.26,2.82,,,,,,,,,,,
2007.23,0.19,0.76,0.93,0.62,0.8,1.68,0.23,0.25,0.73,1.08,0.75,20.99,9.8,6.47,24.16,11.64,5.43,24.23,13.08,4.36,29.25,17.3,3.31,23.6,11.79,3.51,29.53,16.78,1.9,26.14,12.4,1.09,21.21,5.84,2.11,26.36,10.61,0.39,19.2,7.48,2.78,25.22,12.18,2.65,,,,,,,,,,,
2007.24,0.29,0.86,0.85,0.59,0.73,1.61,0.13,0.29,0.81,0.87,0.74,22.88,11.31,1.19,24.7,12.12,0.8,23.37,11.88,2.19,28.71,16.36,2.5,27.87,13.73,0.39,30.08,17.89,4.12,27.88,16.43,4.92,24.64,9.23,1.89,30.98,13.77,0.12,19.21,6.94,1.34,26.93,13.65,2.24,,,,,,,,,,,
2007.25,0.33,0.85,0.81,0.4,0.74,1.46,0.19,0.24,0.71,1.47,0.67,24.54,12.07,1.8,25.69,12.45,3.59,25.92,12.72,2.4,30.16,17.16,2.92,26.79,14.41,3.74,30.13,18.64,5.33,29.31,16.98,2.97,27.76,10.25,0.76,31.96,13.96,0.0,22.44,7.59,0.44,28.24,14.36,2.6,,,,,,,,,,,
2007.26,0.33,0.57,0.73,0.44,0.71,1.8,0.21,0.24,0.69,0.79,0.67,27.25,13.49,1.01,26.99,13.88,2.07,26.34,15.49,3.42,30.81,19.21,3.63,25.72,14.89,3.03,29.87,18.86,7.61,27.92,16.87,4.5,28.17,11.08,0.4,31.73,14.03,0.02,22.48,7.69,1.28,28.23,15.19,3.12,,,,,,,,,,,
2007.27,0.31,0.73,0.71,0.65,0.69,1.3,0.26,0.26,0.6,1.85,0.66,23.52,11.29,3.35,23.52,11.85,3.62,24.09,12.87,2.8,29.08,18.49,4.42,26.23,13.91,2.11,29.16,18.88,7.86,29.76,17.38,2.3,30.57,12.85,0.59,35.25,17.02,0.08,28.38,11.58,0.08,28.82,15.5,2.98,,,,,,,,,,,
2007.28,0.32,0.41,0.82,0.61,0.48,1.0,0.17,0.3,0.52,1.51,0.55,26.05,14.3,4.85,27.9,15.72,3.2,27.01,14.95,2.03,29.71,19.25,4.18,26.92,14.79,2.06,30.28,19.53,4.08,29.65,16.77,2.48,28.34,11.75,1.07,32.61,17.01,0.18,30.28,13.56,0.13,29.15,16.11,2.45,,,,,,,,,,,
2007.29,0.26,0.43,0.59,0.43,0.63,1.46,0.26,0.29,0.48,1.38,0.59,24.92,14.75,5.2,25.42,14.6,4.89,26.35,15.16,3.05,30.0,19.3,3.81,25.71,13.76,3.86,30.24,19.18,4.73,31.77,18.74,2.26,30.78,14.23,1.0,31.77,16.51,0.9,25.24,12.89,2.09,29.05,16.43,3.02,,,,,,,,,,,
2007.3,0.18,0.56,0.69,0.62,0.66,1.57,0.21,0.27,0.51,1.89,0.66,27.3,15.34,1.24,25.6,14.37,4.54,24.69,13.79,3.02,28.93,17.65,4.01,26.46,15.13,3.07,29.58,18.47,3.96,31.16,18.82,1.62,29.92,14.78,2.59,31.63,17.02,1.56,27.43,12.71,0.7,28.8,16.29,2.82,,,,,,,,,,,
2007.31,0.18,0.44,0.49,0.49,0.45,1.39,0.18,0.21,0.53,1.61,0.53,29.58,16.98,2.28,28.92,16.33,1.35,27.86,16.36,2.3,30.43,19.72,3.62,29.2,15.94,0.33,30.43,19.99,3.61,30.13,19.18,3.96,28.6,13.68,2.43,32.2,17.13,1.37,27.59,11.29,0.16,29.66,17.02,2.4,,,,,,,,,,,
2007.32,0.19,0.36,0.52,0.58,0.7,1.33,0.21,0.28,0.55,1.55,0.59,25.71,13.46,4.19,26.93,15.65,5.46,28.08,17.75,5.17,33.93,21.65,1.11,28.55,18.02,5.22,32.67,20.54,0.51,33.3,20.62,4.05,28.37,12.5,1.85,29.69,14.69,0.53,24.17,9.69,0.18,30.15,17.27,2.38,,,,,,,,,,,
2007.33,0.23,0.55,0.6,0.62,0.66,1.37,0.22,0.23,0.5,1.57,0.62,25.91,12.61,1.86,26.69,13.38,1.61,25.96,13.7,1.59,33.72,20.02,1.44,26.61,14.6,2.55,33.5,20.49,3.67,33.77,20.34,1.58,28.88,12.9,1.7,32.86,16.24,0.37,26.37,10.11,0.33,30.42,16.4,1.85,,,,,,,,,,,
2007.34,0.25,0.57,0.56,0.64,0.68,1.63,0.16,0.23,0.73,1.36,0.69,22.64,11.01,0.85,21.94,13.68,3.95,23.38,15.22,7.35,33.52,20.81,2.11,24.97,16.36,12.23,32.28,20.67,2.17,30.49,18.95,7.58,26.04,10.6,1.81,32.74,16.72,0.27,22.88,9.96,1.91,28.48,16.34,4.13,,,,,,,,,,,
2007.35,0.24,0.37,0.76,0.64,0.76,1.58,0.22,0.27,0.85,1.46,0.72,27.17,13.66,1.25,26.54,14.01,0.56,25.96,14.79,2.0,30.85,20.05,3.95,25.9,13.35,1.53,31.07,18.91,2.54,29.77,16.68,1.3,26.96,11.02,0.85,33.81,17.93,0.52,26.12,9.66,0.31,28.85,15.54,1.76,,,,,,,,,,,
2007.36,0.22,0.29,1.24,0.82,1.04,1.38,0.23,0.38,1.05,1.56,0.83,25.28,10.12,0.15,26.57,12.68,0.41,26.74,13.63,0.03,30.53,18.42,1.32,27.74,14.95,2.25,29.59,18.73,4.67,30.1,16.03,3.07,26.2,10.31,1.43,31.81,15.86,0.38,23.93,9.32,0.85,28.38,14.83,1.91,,,,,,,,,,,
2007.37,0.22,0.35,1.0,0.51,0.92,1.96,0.44,0.25,1.01,1.82,0.8,20.88,11.0,7.21,22.65,12.62,6.31,23.47,13.06,4.14,28.92,17.77,6.27,20.58,8.6,2.35,28.51,16.9,3.44,22.76,9.36,1.71,21.46,5.04,0.43,29.96,14.07,0.1,24.71,8.35,0.08,24.89,11.84,2.85,,,,,,,,,,,
2007.38,0.3,0.36,1.05,0.44,1.07,2.46,0.45,0.26,0.97,2.52,0.92,20.99,6.23,0.5,21.89,7.56,0.22,21.29,8.14,0.13,26.65,14.8,1.94,24.08,10.28,1.8,29.38,16.42,0.73,27.29,13.13,2.25,22.77,6.64,1.36,24.76,10.92,1.07,17.8,5.53,1.06,24.72,11.04,1.32,,,,,,,,,,,
2007.39,0.4,0.53,0.71,0.33,1.04,2.17,0.35,0.21,1.14,2.74,0.81,25.2,11.84,1.89,25.22,11.49,2.83,25.17,11.75,1.63,29.14,16.78,1.91,23.95,10.61,2.53,28.89,16.19,1.53,26.36,11.36,1.68,18.99,4.1,1.91,24.48,9.08,0.64,16.93,3.58,1.87,24.74,11.04,1.81,,,,,,,,,,,
2007.4,0.65,1.14,0.69,1.4,1.12,2.12,0.51,0.49,0.88,1.02,1.07,21.95,8.71,0.22,23.43,11.42,0.41,23.39,10.91,0.1,27.16,15.77,2.53,23.87,11.81,3.38,29.17,16.28,1.56,26.94,11.74,2.86,18.91,3.61,1.71,23.13,8.78,0.61,11.55,3.27,6.58,23.73,10.8,2.22,,,,,,,,,,,
2007.41,0.74,1.2,0.77,1.53,1.2,2.68,0.33,0.71,1.24,1.36,1.22,16.22,8.31,7.06,20.1,10.52,6.08,21.59,10.42,2.46,26.26,13.12,0.6,19.15,8.56,1.52,27.63,13.59,1.01,22.02,8.16,3.09,17.03,1.71,0.63,22.69,7.28,1.55,14.95,4.39,1.87,21.68,8.72,1.76,,,,,,,,,,,
2007.42,0.66,1.4,0.78,1.47,1.13,2.8,0.61,0.72,1.19,1.12,1.25,16.55,5.11,3.98,18.28,7.99,3.47,19.98,8.09,1.78,25.5,13.28,3.49,18.04,8.76,5.6,25.75,11.3,2.93,18.21,7.98,7.07,12.63,0.61,3.0,20.54,7.24,1.6,12.08,3.01,8.18,19.47,7.78,4.07,,,,,,,,,,,
2007.43,0.84,1.46,1.05,1.42,1.34,2.97,0.7,0.72,1.27,1.1,1.36,18.87,6.75,3.09,18.64,7.66,6.76,18.19,8.84,11.41,21.54,11.92,9.02,15.61,5.51,3.43,21.73,5.63,2.09,17.16,3.1,1.0,14.54,-1.14,0.73,24.34,8.13,0.06,14.16,2.03,1.18,18.53,5.55,3.59,,,,,,,,,,,
2007.44,0.85,1.67,1.04,1.57,1.25,3.26,0.93,0.93,1.12,1.49,1.45,12.65,0.39,2.84,13.76,1.07,1.72,14.42,1.14,0.63,20.39,7.1,0.54,13.9,0.33,0.13,22.16,5.96,0.01,17.1,0.44,0.0,14.13,-1.61,0.2,22.77,7.59,0.3,12.59,0.08,0.42,17.26,2.68,0.39,,,,,,,,,,,
2007.45,0.81,1.83,1.14,1.67,1.38,3.4,0.58,0.9,1.22,1.74,1.53,7.9,-1.71,4.92,8.23,-0.56,2.38,9.2,-0.13,1.45,17.27,2.35,0.5,8.68,-0.86,0.41,22.39,7.1,0.04,15.27,-1.49,0.0,14.23,-1.71,0.07,22.36,7.07,0.24,13.49,2.3,1.77,15.29,1.62,0.64,,,,,,,,,,,
2007.46,0.74,1.89,1.2,2.21,1.56,3.21,0.69,0.97,1.09,1.83,1.67,8.39,-2.44,5.52,8.99,-0.47,3.72,10.4,1.94,4.25,17.95,4.3,2.16,10.17,0.79,1.67,22.07,7.89,0.25,16.19,1.04,0.44,12.04,-2.24,0.38,20.52,6.85,0.99,9.23,1.22,7.91,14.95,2.46,1.94,,,,,,,,,,,
2007.47,1.12,2.09,1.49,2.59,1.65,3.92,0.74,0.88,1.54,2.54,1.97,3.65,-4.46,1.61,6.65,-1.72,3.07,10.62,1.15,1.27,18.09,5.61,1.75,6.61,-0.97,2.85,17.36,5.38,2.33,10.53,-2.35,0.61,5.42,-7.66,0.77,17.55,3.12,0.31,5.17,-3.17,3.5,11.34,0.04,1.72,,,,,,,,,,,
2007.48,0.9,2.07,1.33,1.89,1.41,3.57,0.65,0.73,1.3,1.63,1.67,5.36,-3.94,3.37,6.31,-2.78,4.05,9.06,-1.19,2.52,15.83,4.1,2.93,2.66,-6.29,1.69,13.66,2.1,3.06,6.94,-6.11,0.85,2.64,-10.26,1.24,14.47,1.87,2.91,2.84,-4.45,3.38,8.59,-2.57,2.36,,,,,,,,,,,
2007.49,1.01,2.0,1.44,1.91,1.4,2.84,1.01,0.83,1.26,1.97,1.63,-1.73,-10.64,2.96,0.17,-8.18,3.48,3.45,-4.33,3.38,15.09,2.39,1.0,-0.39,-9.41,3.9,18.52,3.82,0.37,5.24,-5.71,1.93,3.59,-7.55,2.24,14.32,3.23,3.87,6.3,-0.25,12.12,8.22,-2.72,2.91,,,,,,,,,,,
2007.5,0.86,2.19,1.44,1.91,1.55,2.53,1.4,0.8,1.7,2.2,1.75,0.23,-9.8,3.38,2.73,-4.53,4.47,8.3,1.39,4.29,20.46,9.39,2.71,-0.42,-6.81,4.07,12.68,3.01,4.53,-1.58,-8.7,5.33,-2.82,-14.34,1.19,10.02,-1.53,0.84,1.66,-5.18,1.53,6.18,-3.02,3.15,,,,,,,,,,,
2007.51,0.89,2.25,1.66,2.33,2.01,2.67,0.96,0.96,1.96,1.96,1.94,-2.15,-11.19,4.97,1.14,-6.22,3.9,4.12,-3.27,3.52,12.36,1.85,5.24,0.96,-6.16,1.82,14.75,-0.24,1.14,3.79,-8.49,0.46,1.95,-10.22,0.86,10.36,-0.28,4.06,3.24,-2.57,7.65,6.46,-4.09,2.86,,,,,,,,,,,
2007.52,1.33,2.55,1.88,3.19,2.59,3.38,1.88,1.24,2.96,2.03,2.49,4.59,-3.67,4.33,5.42,-1.72,4.99,7.67,-0.68,4.09,13.83,3.63,4.39,2.11,-5.56,2.49,10.64,-3.53,1.2,1.01,-8.97,1.25,-2.71,-14.2,1.25,9.31,-2.27,0.9,1.66,-4.23,8.22,5.56,-4.63,2.79,,,,,,,,,,,
2008.01,1.34,2.47,1.6,2.65,2.62,3.73,1.41,0.72,2.83,1.91,2.25,-1.42,-11.86,3.58,0.59,-8.35,2.53,3.46,-5.48,1.79,9.96,-1.57,2.36,-1.69,-9.87,0.89,11.89,-2.74,0.17,0.64,-10.68,0.07,0.59,-11.63,0.92,11.87,0.78,6.87,3.14,-3.61,6.22,4.82,-6.19,2.02,,,,,,,,,,,
